filename,width,height,class,xmin,ymin,xmax,ymax
DELA_043_2019_jpeg.rf.90a616d7329ad43998602f75237df8bd.jpg,416,416,tree-top,94,255,190,349
DELA_043_2019_jpeg.rf.90a616d7329ad43998602f75237df8bd.jpg,416,416,tree-top,303,246,373,317
DELA_043_2019_jpeg.rf.90a616d7329ad43998602f75237df8bd.jpg,416,416,tree-top,269,0,372,81
DELA_043_2019_jpeg.rf.90a616d7329ad43998602f75237df8bd.jpg,416,416,tree-top,179,111,291,285
DELA_043_2019_jpeg.rf.90a616d7329ad43998602f75237df8bd.jpg,416,416,tree-top,253,276,315,330
DELA_043_2019_jpeg.rf.90a616d7329ad43998602f75237df8bd.jpg,416,416,tree-top,370,257,416,360
DELA_043_2019_jpeg.rf.90a616d7329ad43998602f75237df8bd.jpg,416,416,tree-top,74,119,180,225
DELA_043_2019_jpeg.rf.90a616d7329ad43998602f75237df8bd.jpg,416,416,tree-top,54,326,128,410
DELA_043_2019_jpeg.rf.90a616d7329ad43998602f75237df8bd.jpg,416,416,tree-top,211,314,281,380
DELA_043_2019_jpeg.rf.90a616d7329ad43998602f75237df8bd.jpg,416,416,tree-top,286,331,362,413
DELA_043_2019_jpeg.rf.90a616d7329ad43998602f75237df8bd.jpg,416,416,tree-top,1,139,55,187
DELA_015_2019_jpeg.rf.90f77831c6376566c4c8cfb085680fb2.jpg,416,416,tree-top,76,83,159,153
DELA_015_2019_jpeg.rf.90f77831c6376566c4c8cfb085680fb2.jpg,416,416,tree-top,61,323,151,406
DELA_015_2019_jpeg.rf.90f77831c6376566c4c8cfb085680fb2.jpg,416,416,tree-top,232,273,326,372
DELA_015_2019_jpeg.rf.90f77831c6376566c4c8cfb085680fb2.jpg,416,416,tree-top,150,0,236,83
DELA_015_2019_jpeg.rf.90f77831c6376566c4c8cfb085680fb2.jpg,416,416,tree-top,69,0,139,58
DELA_015_2019_jpeg.rf.90f77831c6376566c4c8cfb085680fb2.jpg,416,416,tree-top,286,1,416,96
DELA_015_2019_jpeg.rf.90f77831c6376566c4c8cfb085680fb2.jpg,416,416,tree-top,25,124,136,221
DELA_015_2019_jpeg.rf.90f77831c6376566c4c8cfb085680fb2.jpg,416,416,tree-top,0,306,49,402
DELA_015_2019_jpeg.rf.90f77831c6376566c4c8cfb085680fb2.jpg,416,416,tree-top,346,268,416,371
DELA_015_2019_jpeg.rf.90f77831c6376566c4c8cfb085680fb2.jpg,416,416,tree-top,372,137,416,229
DELA_015_2019_jpeg.rf.90f77831c6376566c4c8cfb085680fb2.jpg,416,416,tree-top,128,84,274,265
DELA_015_2019_jpeg.rf.90f77831c6376566c4c8cfb085680fb2.jpg,416,416,tree-top,264,151,350,257
DELA_015_2019_jpeg.rf.90f77831c6376566c4c8cfb085680fb2.jpg,416,416,tree-top,0,195,57,273
DELA_015_2019_jpeg.rf.90f77831c6376566c4c8cfb085680fb2.jpg,416,416,tree-top,0,2,67,56
DELA_015_2019_jpeg.rf.90f77831c6376566c4c8cfb085680fb2.jpg,416,416,tree-top,325,108,393,170
DELA_015_2019_jpeg.rf.90f77831c6376566c4c8cfb085680fb2.jpg,416,416,tree-top,156,337,209,416
DELA_015_2019_jpeg.rf.90f77831c6376566c4c8cfb085680fb2.jpg,416,416,tree-top,112,260,192,346
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,214,79,315,167
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,91,18,174,95
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,78,132,172,200
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,102,244,205,317
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,40,337,128,415
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,1,175,77,252
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,32,127,87,178
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,1,67,61,127
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,1,5,61,69
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,1,281,50,391
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,169,160,233,224
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,285,177,369,252
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,284,237,376,328
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,352,302,416,371
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,314,363,384,415
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,296,22,373,97
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,349,9,409,61
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,229,22,293,86
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,180,33,242,93
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,136,0,217,46
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,108,86,180,150
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,316,123,380,193
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,118,357,210,415
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,200,236,247,302
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,59,61,112,114
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,108,319,192,371
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,78,198,190,272
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,9,131,37,173
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,184,321,233,377
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,213,167,284,237
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,365,175,416,231
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,376,60,416,108
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,382,260,416,308
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,391,102,416,138
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,387,0,416,44
ABBY_006_2019_jpeg.rf.90fe0dac69b2b80b81756c3347a01ab7.jpg,416,416,tree-top,384,387,416,416
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,39,352,79,393
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,204,382,236,412
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,196,234,224,262
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,354,44,384,72
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,91,363,118,393
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,394,325,416,352
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,221,230,245,260
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,29,36,65,70
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,76,126,100,148
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,346,333,372,357
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,325,43,356,74
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,267,398,289,416
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,278,156,310,192
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,73,98,105,134
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,256,12,290,46
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,171,338,227,395
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,295,46,323,68
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,131,204,155,227
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,279,147,309,177
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,328,147,359,177
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,173,148,195,170
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,206,287,227,312
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,343,70,371,94
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,312,67,335,89
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,282,124,304,144
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,210,232,239,262
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,389,219,416,250
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,395,2,416,18
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,231,354,265,386
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,213,389,245,416
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,0,171,20,193
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,380,48,410,74
DEJU_012_2019_jpeg.rf.9103abc00f70a441f5abfa6b6e2820c3.jpg,416,416,tree-top,352,187,380,215
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,361,21,397,61
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,199,320,237,358
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,211,202,242,236
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,242,267,275,297
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,159,108,196,145
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,66,347,110,388
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,51,177,87,216
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,277,324,305,354
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,372,288,412,325
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,116,286,154,331
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,38,123,64,151
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,237,335,268,367
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,139,347,174,379
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,168,176,199,210
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,300,337,330,366
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,46,75,70,101
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,226,383,252,408
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,86,142,116,173
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,349,241,376,271
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,346,52,374,82
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,211,144,241,174
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,379,202,401,226
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,65,246,101,282
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,32,42,69,64
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,0,1,26,33
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,135,7,157,29
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,160,26,188,46
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,249,44,269,69
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,240,12,268,42
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,229,173,253,195
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,334,145,362,173
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,375,384,399,408
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,200,56,226,88
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,305,38,332,62
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,320,64,349,92
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,350,0,380,21
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,342,292,366,314
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,63,19,89,45
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,104,44,130,66
ABBY_004_2019_jpeg.rf.912473a09f04d1245061feacd08905d3.jpg,416,416,tree-top,290,66,320,96
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,397,72,416,100
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,15,198,45,226
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,145,6,177,39
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,308,75,332,97
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,319,0,343,20
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,167,178,196,206
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,287,35,308,55
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,404,164,416,181
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,369,325,391,348
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,361,219,392,253
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,70,396,88,414
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,165,144,192,170
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,203,289,225,309
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,86,367,104,383
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,137,256,158,276
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,176,360,196,382
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,223,378,248,403
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,241,275,261,297
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,393,10,415,38
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,307,252,325,273
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,291,373,319,401
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,211,398,230,416
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,20,1,54,14
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,225,161,244,177
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,273,1,291,15
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,139,287,167,310
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,64,339,82,355
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,160,82,183,105
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,289,154,311,173
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,264,205,287,224
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,192,235,206,251
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,27,107,47,127
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,98,155,118,179
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,117,190,129,208
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,170,255,190,279
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,227,352,241,370
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,307,168,329,192
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,74,261,93,280
DEJU_025_2018_jpeg.rf.913429525ec8652b0eb1cbac68833440.jpg,416,416,tree-top,87,245,104,263
